ward_no,Areaname,latitude,longitude
20,Hermosa,41.811416249,-87.671123525
20,Hermosa,41.783595376,-87.594716119
20,Hermosa,41.780018227,-87.624117456
20,Hermosa,41.777577536,-87.615558035
20,Hermosa,41.782198085,-87.607997526
20,Hermosa,41.777750747,-87.600396201
20,Hermosa,41.807977964,-87.66737726
20,Hermosa,41.78843761,-87.642567931
20,Hermosa,41.777733397,-87.605870092
20,Hermosa,41.773085402,-87.60904236
20,Hermosa,41.783996044,-87.609374235
20,Hermosa,41.779798259,-87.641601079
20,Hermosa,41.778006938,-87.60833439
20,Hermosa,41.79243188,-87.615920392
20,Hermosa,41.778754713,-87.617297398
20,Hermosa,41.785793157,-87.610619028
20,Hermosa,41.77974142,-87.645389036
20,Hermosa,41.783160188,-87.610864923
20,Hermosa,41.782185236,-87.622183334
20,Hermosa,41.808512326,-87.674381272
20,Hermosa,41.778058944,-87.59923782
20,Hermosa,41.791074686,-87.621854064
20,Hermosa,41.791158739,-87.616833005
20,Hermosa,41.779243593,-87.615601783
20,Hermosa,41.806121152,-87.653968447
20,Hermosa,41.788461238,-87.623929066
20,Hermosa,,
20,Hermosa,41.807790486,-87.662511822
20,Hermosa,41.7866781,-87.622258352
20,Hermosa,41.77354959,-87.622729653
20,Hermosa,41.809651402,-87.671075676
20,Hermosa,41.792206818,-87.615915568
20,Hermosa,41.779043228,-87.615596685
20,Hermosa,41.779572187,-87.638699762
20,Hermosa,41.808515836,-87.674036444
20,Hermosa,41.793579386,-87.645142068
20,Hermosa,41.77986262,-87.5946343
20,Hermosa,41.785268355,-87.614452924
20,Hermosa,41.779499106,-87.600434953
20,Hermosa,41.777967289,-87.615568353
20,Hermosa,41.783483809,-87.638866538
20,Hermosa,41.781807171,-87.604335461
20,Hermosa,41.780155491,-87.586451255
20,Hermosa,41.808553721,-87.670129634
20,Hermosa,41.779752833,-87.594631894
20,Hermosa,41.772974758,-87.615022799
20,Hermosa,41.79243188,-87.615920392
20,Hermosa,41.777968521,-87.608334823
20,Hermosa,41.777848842,-87.593011267
20,Hermosa,41.808632154,-87.662840497
20,Hermosa,41.811741323,-87.669913344
20,Hermosa,41.794297638,-87.64639223
20,Hermosa,41.791624173,-87.64630343
20,Hermosa,41.808517485,-87.673845691
20,Hermosa,41.782239813,-87.635107135
20,Hermosa,41.779059693,-87.615596501
20,Hermosa,41.77945628,-87.613190628
20,Hermosa,41.777816853,-87.609524394
20,Hermosa,41.771226087,-87.611431428
20,Hermosa,41.77058017,-87.621827639
20,Hermosa,,
20,Hermosa,41.783175288,-87.61327001
20,Hermosa,41.77986262,-87.5946343
20,Hermosa,41.783363297,-87.610869976
20,Hermosa,41.778436411,-87.589657198
20,Hermosa,,
20,Hermosa,41.792984636,-87.616985024
20,Hermosa,41.776797668,-87.604150228
20,Hermosa,41.794003774,-87.622448757
20,Hermosa,41.779927781,-87.633984644
20,Hermosa,41.788339449,-87.625540153
20,Hermosa,41.784938911,-87.620598244
20,Hermosa,,
20,Hermosa,41.78329139,-87.612091747
20,Hermosa,41.790109016,-87.622348779
20,Hermosa,41.806369361,-87.658833096
20,Hermosa,41.778099133,-87.633828531
20,Hermosa,41.807712115,-87.669808198
20,Hermosa,41.811382995,-87.668691875
20,Hermosa,41.773497429,-87.622726562
20,Hermosa,41.770065864,-87.623420615
20,Hermosa,41.779073436,-87.615600014
20,Hermosa,41.77354959,-87.622729653
20,Hermosa,41.779872827,-87.586450869
20,Hermosa,41.774375943,-87.613086155
20,Hermosa,41.806282112,-87.669767936
20,Hermosa,41.770300203,-87.621819735
20,Hermosa,41.780430614,-87.604505041
20,Hermosa,41.778848012,-87.61729636
20,Hermosa,41.777690067,-87.615560446
20,Hermosa,,
20,Hermosa,41.783311684,-87.609645926
20,Hermosa,41.783101175,-87.613267173
20,Hermosa,41.775604256,-87.64467803
20,Hermosa,41.798807854,-87.648918609
20,Hermosa,41.790594827,-87.60613906
20,Hermosa,41.785069728,-87.617362803
20,Hermosa,41.787051304,-87.643407837
20,Hermosa,41.783160326,-87.620551944
20,Hermosa,41.779802622,-87.641414048
20,Hermosa,41.783890879,-87.615355627
20,Hermosa,41.770126144,-87.614578025
20,Hermosa,,
20,Hermosa,41.78735269,-87.626178028
20,Hermosa,41.807639794,-87.673451218
20,Hermosa,41.774837374,-87.612710719
20,Hermosa,41.788392671,-87.619063915
20,Hermosa,41.784749511,-87.637602555
20,Hermosa,41.774901923,-87.628422811
20,Hermosa,41.77058017,-87.621827639
20,Hermosa,41.774044549,-87.611880073
20,Hermosa,41.779073436,-87.615600014
20,Hermosa,41.777689054,-87.634987853
20,Hermosa,41.775952109,-87.605831565
20,Hermosa,41.792296538,-87.622401614
20,Hermosa,41.792284664,-87.619160056
20,Hermosa,41.811753535,-87.668702717
20,Hermosa,41.804878236,-87.673787651
20,Hermosa,41.776785202,-87.605213563
20,Hermosa,41.788706547,-87.606105398
20,Hermosa,41.785110879,-87.62222067
20,Hermosa,41.784376038,-87.629004702
20,Hermosa,41.776785504,-87.60526122
20,Hermosa,,
20,Hermosa,,
20,Hermosa,,
20,Hermosa,,
20,Hermosa,41.783420409,-87.612097634
20,Hermosa,41.784630525,-87.622203978
20,Hermosa,41.779975054,-87.630937377
20,Hermosa,41.784859393,-87.614442826
20,Hermosa,41.785591025,-87.621760695
20,Hermosa,41.772867137,-87.6210985
20,Hermosa,41.797252786,-87.647695589
20,Hermosa,41.80632805,-87.664911196
20,Hermosa,41.797614081,-87.645241931
20,Hermosa,41.782293664,-87.60057179
20,Hermosa,41.805985684,-87.669759991
20,Hermosa,41.774398607,-87.611887103
20,Hermosa,41.78131246,-87.605950633
20,Hermosa,41.77999793,-87.629294594
20,Hermosa,41.806135723,-87.673415303
20,Hermosa,41.772117233,-87.621869307
20,Hermosa,41.77789571,-87.601611744
20,Hermosa,41.80634289,-87.66368964
20,Hermosa,41.778754713,-87.617297398
20,Hermosa,41.782956261,-87.622163814
20,Hermosa,41.772382712,-87.61865868
20,Hermosa,41.78289408,-87.620543893
20,Hermosa,41.784815392,-87.637605509
20,Hermosa,,
20,Hermosa,41.775429728,-87.640753492
20,Hermosa,,
20,Hermosa,41.806253938,-87.664908299
20,Hermosa,41.775429728,-87.640753492
20,Hermosa,41.789314769,-87.618184624
20,Hermosa,41.791156498,-87.616913704
20,Hermosa,41.790394439,-87.617490568
20,Hermosa,41.781759361,-87.635977634
20,Hermosa,,
20,Hermosa,41.783080724,-87.620549159
20,Hermosa,41.777783389,-87.615563072
20,Hermosa,41.779975054,-87.630937377
20,Hermosa,41.785014658,-87.612068766
20,Hermosa,41.780946398,-87.621995369
20,Hermosa,41.798807854,-87.648918609
20,Hermosa,41.774093025,-87.608246492
20,Hermosa,41.783264589,-87.615699937
20,Hermosa,41.790301117,-87.61748794
20,Hermosa,41.783485821,-87.638745519
20,Hermosa,41.792248931,-87.624022984
20,Hermosa,41.7799566,-87.605921959
20,Hermosa,41.775635037,-87.614314883
20,Hermosa,41.770374503,-87.616994694
20,Hermosa,41.783432002,-87.615701737
20,Hermosa,41.787378376,-87.624557025
20,Hermosa,41.792206818,-87.615915568
20,Hermosa,41.790872026,-87.606143261
20,Hermosa,41.790482304,-87.622359322
20,Hermosa,41.776331888,-87.603403941
20,Hermosa,41.779260058,-87.6156016
20,Hermosa,41.793566476,-87.619197166
20,Hermosa,41.775989601,-87.631714094
20,Hermosa,41.774925973,-87.636865533
20,Hermosa,41.779975054,-87.630937377
20,Hermosa,41.775997039,-87.60339674
20,Hermosa,41.786565569,-87.622255929
20,Hermosa,41.809632193,-87.671075874
20,Hermosa,41.792982898,-87.617146396
20,Hermosa,41.781483281,-87.615657469
20,Hermosa,41.783449861,-87.640971514
20,Hermosa,41.788465795,-87.615825273
20,Hermosa,,
20,Hermosa,41.794257212,-87.620832396
20,Hermosa,41.777729151,-87.614350151
20,Hermosa,41.77766203,-87.611960515
20,Hermosa,41.76928293,-87.618421821
20,Hermosa,41.808515836,-87.674036444
20,Hermosa,41.805008043,-87.661616562
20,Hermosa,41.810372633,-87.670510695
20,Hermosa,41.781761504,-87.635878616
20,Hermosa,41.775937139,-87.602176596
20,Hermosa,41.8061986,-87.656395756
20,Hermosa,41.786557348,-87.617397586
20,Hermosa,41.774388692,-87.637417587
20,Hermosa,41.784015947,-87.6081787
20,Hermosa,41.783449861,-87.640971514
20,Hermosa,41.783427656,-87.608452988
20,Hermosa,41.806682367,-87.674942873
20,Hermosa,41.792210513,-87.624023407
20,Hermosa,41.774424411,-87.609445224
20,Hermosa,41.777577536,-87.615558035
20,Hermosa,41.770226275,-87.616989011
20,Hermosa,41.806282112,-87.669767936
20,Hermosa,,
20,Hermosa,41.784972649,-87.623831858
20,Hermosa,41.77776418,-87.615563286
20,Hermosa,41.788515267,-87.620686971
20,Hermosa,41.788515267,-87.620686971
20,Hermosa,,
20,Hermosa,41.775889548,-87.615518198
20,Hermosa,41.792697215,-87.606181304
20,Hermosa,41.7781821,-87.599185088
20,Hermosa,41.7874032,-87.62324404
20,Hermosa,41.777297443,-87.604632173
20,Hermosa,41.797783676,-87.649285243
20,Hermosa,41.780211432,-87.597244425
21,Avondale,41.73866716,-87.64855362
21,Avondale,41.735733569,-87.667241126
21,Avondale,41.744384196,-87.6645024
21,Avondale,41.725886376,-87.659140732
21,Avondale,41.721622827,-87.631371757
21,Avondale,41.738660028,-87.640042181
21,Avondale,41.731512306,-87.650787485
21,Avondale,41.742959421,-87.62682291
21,Avondale,41.736269116,-87.627768243
21,Avondale,41.74808565,-87.643968122
21,Avondale,41.749144237,-87.660982601
21,Avondale,41.742959421,-87.62682291
21,Avondale,41.722243554,-87.662702703
21,Avondale,,
21,Avondale,41.722578383,-87.662706548
21,Avondale,41.749433017,-87.657347937
21,Avondale,41.74634568,-87.653627921
21,Avondale,41.739013985,-87.647348131
21,Avondale,41.721601783,-87.632870173
21,Avondale,41.746705668,-87.663994595
21,Avondale,41.722611286,-87.63596186
21,Avondale,41.742717027,-87.647510251
21,Avondale,41.743282934,-87.648988263
21,Avondale,41.74929743,-87.658558686
21,Avondale,41.739121482,-87.653429303
21,Avondale,41.721633268,-87.630386283
21,Avondale,41.746797431,-87.657635764
21,Avondale,41.744341541,-87.657214464
21,Avondale,41.736269116,-87.627768243
21,Avondale,41.731549891,-87.658077682
21,Avondale,41.748178025,-87.641530202
21,Avondale,41.736269116,-87.627768243
21,Avondale,41.748110182,-87.636660736
21,Avondale,41.740330388,-87.6583228
21,Avondale,41.73527097,-87.66792005
21,Avondale,41.732794335,-87.662981316
21,Avondale,41.732063897,-87.667150813
21,Avondale,41.746523677,-87.636611928
21,Avondale,41.723993941,-87.630477775
21,Avondale,41.720171149,-87.646826965
21,Avondale,41.720171149,-87.646826965
21,Avondale,41.747965603,-87.662163891
21,Avondale,41.742641244,-87.661625734
21,Avondale,41.75033427,-87.665045312
21,Avondale,41.747041709,-87.639680838
21,Avondale,41.747041709,-87.639680838
21,Avondale,41.743307923,-87.647196164
21,Avondale,41.72163599,-87.63038259
21,Avondale,41.722500245,-87.651758349
21,Avondale,41.736148121,-87.629070243
21,Avondale,41.736148121,-87.629070243
21,Avondale,41.747953871,-87.66580291
21,Avondale,41.731895926,-87.63742215
21,Avondale,41.746523677,-87.636611928
21,Avondale,41.721424596,-87.646249516
21,Avondale,41.726012134,-87.639694619
21,Avondale,41.728509346,-87.628849615
21,Avondale,41.74406374,-87.660848727
21,Avondale,41.737836084,-87.647708744
21,Avondale,41.738834596,-87.64855917
21,Avondale,41.729824439,-87.662887634
21,Avondale,41.73588566,-87.656636336
21,Avondale,41.722229818,-87.643233545
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.736259374,-87.627075877
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.731357924,-87.648363814
21,Avondale,41.716953836,-87.65591195
21,Avondale,41.706812542,-87.654344791
21,Avondale,41.747945219,-87.663373404
21,Avondale,41.744647249,-87.646295129
21,Avondale,41.736264617,-87.627929503
21,Avondale,41.725717072,-87.664450602
21,Avondale,41.716517432,-87.622731926
21,Avondale,41.732075134,-87.666249439
21,Avondale,41.744441469,-87.642640304
21,Avondale,41.747792514,-87.650025076
21,Avondale,41.747792514,-87.650025076
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.744954112,-87.659183137
21,Avondale,41.75033427,-87.665045312
21,Avondale,41.736259984,-87.628068782
21,Avondale,41.737074199,-87.64972468
21,Avondale,41.737814066,-87.624186291
21,Avondale,41.731306527,-87.667634906
21,Avondale,41.735335992,-87.663053811
21,Avondale,41.736264617,-87.627929503
21,Avondale,41.721394792,-87.648612493
21,Avondale,41.722382477,-87.657840331
21,Avondale,41.72852756,-87.662150113
21,Avondale,41.735329284,-87.652113682
21,Avondale,41.741304411,-87.659690327
21,Avondale,41.731691517,-87.659296186
21,Avondale,41.733693733,-87.637468691
21,Avondale,41.750490827,-87.654302474
21,Avondale,41.727510568,-87.666117156
21,Avondale,41.740772129,-87.652261351
21,Avondale,41.721420903,-87.646549924
21,Avondale,41.721420903,-87.646549924
21,Avondale,41.746490758,-87.647561702
21,Avondale,41.749515363,-87.657350738
21,Avondale,41.738826613,-87.637636787
21,Avondale,41.731354147,-87.649572843
21,Avondale,41.721194359,-87.663966368
21,Avondale,41.728241685,-87.648122161
21,Avondale,41.729324897,-87.662874511
21,Avondale,41.733693733,-87.637468691
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.750154295,-87.661008708
21,Avondale,41.73625535,-87.62820806
21,Avondale,41.724573068,-87.62512683
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.735301299,-87.638730015
21,Avondale,41.744368256,-87.645074213
21,Avondale,41.750415873,-87.659283575
21,Avondale,41.735946924,-87.652605441
21,Avondale,41.729467116,-87.660444133
21,Avondale,41.727771971,-87.659183296
21,Avondale,41.725928062,-87.661572725
21,Avondale,41.716517432,-87.622731926
21,Avondale,41.73598175,-87.650150282
21,Avondale,41.721651552,-87.629338451
21,Avondale,41.74076516,-87.647399112
21,Avondale,41.721483706,-87.641464952
21,Avondale,41.748028906,-87.642744769
21,Avondale,41.73598175,-87.650150282
21,Avondale,41.736259984,-87.628068782
21,Avondale,41.730584906,-87.639817614
21,Avondale,41.735630881,-87.646076139
21,Avondale,41.737831108,-87.643667436
21,Avondale,41.735311748,-87.653322931
21,Avondale,41.748560399,-87.661571362
21,Avondale,41.707982468,-87.657280614
21,Avondale,41.742991296,-87.632025815
21,Avondale,41.743009401,-87.634095927
21,Avondale,41.721253074,-87.659456567
21,Avondale,41.744248219,-87.657211779
21,Avondale,41.74959935,-87.658566518
21,Avondale,,
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.721632659,-87.624924683
21,Avondale,41.744940618,-87.660158003
21,Avondale,41.735857166,-87.624152861
21,Avondale,41.736148121,-87.629070243
21,Avondale,41.736084484,-87.629433662
21,Avondale,41.743088124,-87.662489508
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.742991296,-87.632025815
21,Avondale,41.724520006,-87.626314294
21,Avondale,41.731258081,-87.649570198
21,Avondale,41.735887102,-87.640302827
21,Avondale,41.726516268,-87.640923738
21,Avondale,41.743155075,-87.657523718
21,Avondale,41.739005506,-87.65099394
21,Avondale,41.746797323,-87.657617443
21,Avondale,41.722635431,-87.654196551
21,Avondale,41.722578383,-87.662706548
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.749397343,-87.657348311
21,Avondale,41.746259974,-87.663332294
21,Avondale,41.736084484,-87.629433662
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.721223747,-87.661947734
21,Avondale,41.730524501,-87.643459839
21,Avondale,41.735195836,-87.650898703
21,Avondale,41.741403207,-87.652705376
21,Avondale,,
21,Avondale,41.746403307,-87.653627313
21,Avondale,41.74634568,-87.653627921
21,Avondale,41.737146558,-87.648511151
21,Avondale,41.721224132,-87.662013664
21,Avondale,41.738902019,-87.659499257
21,Avondale,41.736264617,-87.627929503
21,Avondale,41.746916849,-87.649524997
21,Avondale,41.731388396,-87.654423095
21,Avondale,41.737241636,-87.649730233
21,Avondale,41.729945649,-87.665322618
21,Avondale,,
21,Avondale,41.721420903,-87.646549924
21,Avondale,41.747906801,-87.663373804
21,Avondale,41.73122433,-87.656850123
21,Avondale,41.733382539,-87.631873889
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.721590004,-87.633639541
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.712380803,-87.655743879
21,Avondale,41.736259984,-87.628068782
21,Avondale,41.750405784,-87.659903013
21,Avondale,41.726119071,-87.636052143
21,Avondale,41.736259984,-87.628068782
21,Avondale,41.736259984,-87.628068782
21,Avondale,41.74218524,-87.655939952
21,Avondale,41.742380398,-87.646286316
21,Avondale,41.74421471,-87.660854481
21,Avondale,41.735873573,-87.657380227
21,Avondale,41.728852479,-87.63290498
21,Avondale,41.745028523,-87.654110854
21,Avondale,41.744664688,-87.64508204
21,Avondale,41.748327985,-87.646398803
21,Avondale,41.742589448,-87.648665845
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.736227704,-87.62862238
21,Avondale,41.727681895,-87.661609406
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.73690503,-87.648506389
21,Avondale,41.748047232,-87.643968533
21,Avondale,41.748047232,-87.643968533
21,Avondale,41.722367069,-87.643239402
21,Avondale,41.728538341,-87.626867376
21,Avondale,41.722578383,-87.662706548
21,Avondale,41.747999069,-87.652459811
21,Avondale,41.733656288,-87.64354723
21,Avondale,41.727697012,-87.650670345
21,Avondale,41.747760891,-87.660945732
21,Avondale,41.749850478,-87.66585289
21,Avondale,41.727948078,-87.63853081
21,Avondale,41.726400969,-87.637283634
21,Avondale,41.721672662,-87.627858348
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.716667836,-87.647944766
21,Avondale,41.746250975,-87.648769858
21,Avondale,41.735297574,-87.66305421
21,Avondale,41.737260844,-87.649730029
21,Avondale,,
21,Avondale,41.71909918,-87.655325332
21,Avondale,41.733713928,-87.639901195
21,Avondale,41.733713928,-87.639901195
21,Avondale,41.748047232,-87.643968533
21,Avondale,41.73165015,-87.665370904
21,Avondale,41.750435417,-87.65793843
21,Avondale,41.729648829,-87.636145859
21,Avondale,41.722808459,-87.628695767
21,Avondale,41.72591705,-87.655491769
21,Avondale,41.747829201,-87.648811724
21,Avondale,41.716886623,-87.645521343
21,Avondale,41.726167962,-87.660361334
21,Avondale,41.739004946,-87.64491897
21,Avondale,41.742771149,-87.645087604
21,Avondale,41.737096479,-87.655802905
21,Avondale,41.740526486,-87.643744855
21,Avondale,41.721194359,-87.663966368
21,Avondale,41.730614987,-87.636172047
21,Avondale,41.72279714,-87.63719432
21,Avondale,41.720303462,-87.653851145
21,Avondale,41.750156539,-87.658582671
21,Avondale,41.730081792,-87.647439507
21,Avondale,41.744595581,-87.652367519
21,Avondale,41.720301302,-87.653950068
21,Avondale,41.744528186,-87.657219835
21,Avondale,41.748182268,-87.650035601
21,Avondale,41.721326098,-87.653682861
21,Avondale,41.748255356,-87.651251461
21,Avondale,41.73604749,-87.645529445
21,Avondale,41.735927007,-87.653877012
21,Avondale,41.736269116,-87.627768243
21,Avondale,41.72632586,-87.645776015
21,Avondale,41.750324322,-87.666166809
21,Avondale,41.722578383,-87.662706548
21,Avondale,41.735931109,-87.653642482
21,Avondale,41.740475274,-87.655895633
21,Avondale,41.749501065,-87.654924899
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.729323005,-87.665849285
21,Avondale,41.728319956,-87.628844357
21,Avondale,,
21,Avondale,41.735720069,-87.668226842
21,Avondale,41.742755467,-87.647513507
21,Avondale,41.733807147,-87.636258432
21,Avondale,41.731338693,-87.648360355
21,Avondale,41.729537068,-87.649515179
21,Avondale,41.734995275,-87.669124627
21,Avondale,41.744993464,-87.656540708
21,Avondale,41.729822846,-87.661675026
21,Avondale,41.73688141,-87.639991696
21,Avondale,41.72991452,-87.660457782
21,Avondale,41.732214483,-87.625328663
21,Avondale,41.733527193,-87.663003006
21,Avondale,41.703159914,-87.653892512
21,Avondale,41.748062093,-87.664592486
21,Avondale,41.74205203,-87.640958389
21,Avondale,41.747089355,-87.637122506
21,Avondale,41.749899475,-87.663426378
21,Avondale,41.723652599,-87.631653707
21,Avondale,,
21,Avondale,41.746240765,-87.663332494
21,Avondale,41.731676417,-87.641062495
21,Avondale,,
21,Avondale,41.731509753,-87.662939718
21,Avondale,41.735217385,-87.654536652
21,Avondale,41.74091963,-87.649834126
21,Avondale,41.72852756,-87.662150113
21,Avondale,41.735217385,-87.654536652
21,Avondale,41.733759701,-87.641120728
21,Avondale,41.75033427,-87.665045312
21,Avondale,41.728356053,-87.636112212
21,Avondale,41.736264617,-87.627929503
21,Avondale,41.742296704,-87.657158968
21,Avondale,41.748582349,-87.660163933
21,Avondale,41.721053447,-87.655378049
21,Avondale,41.729323474,-87.665929876
21,Avondale,41.710166594,-87.655822068
21,Avondale,41.748240597,-87.652464588
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.706070186,-87.653645803
21,Avondale,41.746381702,-87.649985069
21,Avondale,41.729670551,-87.650733712
21,Avondale,,
21,Avondale,41.719366551,-87.628608829
21,Avondale,41.72991452,-87.660457782
21,Avondale,41.700159019,-87.655989376
21,Avondale,41.738398273,-87.641690134
21,Avondale,41.721627204,-87.624485177
21,Avondale,41.733678254,-87.639901578
21,Avondale,41.744217926,-87.663283902
21,Avondale,41.735066839,-87.650896405
21,Avondale,41.735345087,-87.649691723
21,Avondale,41.746289082,-87.652411919
21,Avondale,41.735001142,-87.663046301
21,Avondale,41.74776983,-87.647599393
21,Avondale,,
21,Avondale,41.74621174,-87.635406033
21,Avondale,41.721326098,-87.653682861
21,Avondale,41.742538716,-87.653525166
21,Avondale,41.727125222,-87.629135825
21,Avondale,41.73604749,-87.645529445
21,Avondale,41.748164072,-87.648822825
21,Avondale,41.731666338,-87.639846281
21,Avondale,41.726282481,-87.651853918
21,Avondale,41.746469792,-87.646348987
21,Avondale,41.726345069,-87.64577581
21,Avondale,41.736259984,-87.628068782
21,Avondale,41.721517324,-87.638849178
21,Avondale,41.727845239,-87.650676103
21,Avondale,41.718774201,-87.639501404
21,Avondale,41.720611444,-87.657679393
21,Avondale,41.72085392,-87.649493693
21,Avondale,41.720589382,-87.638335362
21,Avondale,41.723060834,-87.660734428
21,Avondale,41.718888535,-87.644364499
21,Avondale,41.74621174,-87.635406033
21,Avondale,41.742380398,-87.646286316
21,Avondale,41.735752519,-87.625429032
21,Avondale,41.742380398,-87.646286316
21,Avondale,,
21,Avondale,41.73311317,-87.653258193
21,Avondale,41.746870439,-87.652801541
21,Avondale,41.748484572,-87.667402498
21,Avondale,41.735893334,-87.656075685
21,Avondale,41.732458945,-87.624029041
21,Avondale,,
21,Avondale,41.742380398,-87.646286316
21,Avondale,41.738826613,-87.637636787
21,Avondale,41.735903129,-87.637052809
21,Avondale,41.729558798,-87.659230557
21,Avondale,41.736830917,-87.648503513
21,Avondale,41.742549591,-87.647504705
21,Avondale,41.732840394,-87.654466424
21,Avondale,41.7284145,-87.666298302
21,Avondale,,
21,Avondale,41.736225437,-87.643625992
21,Avondale,41.743009401,-87.634095927
21,Avondale,41.735931109,-87.653642482
21,Avondale,41.734209915,-87.646633525
21,Avondale,41.719348133,-87.627396604
21,Avondale,,
21,Avondale,41.721672347,-87.627807069
21,Avondale,41.736269116,-87.627768243
21,Avondale,41.726924239,-87.632171275
21,Avondale,41.720849489,-87.627431454
21,Avondale,,
21,Avondale,41.719068164,-87.62738868
21,Avondale,41.74621174,-87.635406033
21,Avondale,41.733438114,-87.652056728
21,Avondale,41.735800922,-87.662308877
21,Avondale,41.738729518,-87.638824978
21,Avondale,41.738729518,-87.638824978
21,Avondale,41.742333187,-87.649874099
21,Avondale,41.74634568,-87.653627921
21,Avondale,41.737267637,-87.625471017
21,Avondale,41.73713926,-87.663097347
21,Avondale,41.736259984,-87.628068782
21,Avondale,41.7286032,-87.656331769
21,Avondale,41.725886376,-87.659140732
21,Avondale,41.746545819,-87.6439223
21,Avondale,41.726924239,-87.632171275
21,Avondale,41.728852814,-87.632959928
21,Avondale,41.745994947,-87.656042819
21,Avondale,41.732093548,-87.637427344
21,Avondale,41.725897686,-87.645765927
21,Avondale,41.733366745,-87.652053818
21,Avondale,41.735931109,-87.653642482
21,Avondale,41.735931109,-87.653642482
21,Avondale,41.721268535,-87.65835017
21,Avondale,41.736259984,-87.628068782
21,Avondale,41.725841244,-87.65427269
21,Avondale,41.728586054,-87.623921444
21,Avondale,41.745975135,-87.653617171
21,Avondale,41.734932471,-87.633124701
21,Avondale,41.750490827,-87.654302474
21,Avondale,41.737260844,-87.649730029
21,Avondale,41.717231165,-87.628558903
21,Avondale,41.721571186,-87.635057344
21,Avondale,41.748088946,-87.650032926
21,Avondale,41.721651305,-87.62929816
21,Avondale,41.723043634,-87.662016704
21,Avondale,41.719309693,-87.627393362
21,Avondale,41.735258114,-87.658189059
21,Avondale,41.750187225,-87.661008365
21,Avondale,41.726951157,-87.6425053
21,Avondale,41.731546281,-87.649578133
21,Avondale,41.728432172,-87.625223657
21,Avondale,41.715496647,-87.65035628
21,Avondale,41.735752519,-87.625429032
21,Avondale,41.742710224,-87.634088181
21,Avondale,41.729708666,-87.660452603
21,Avondale,41.744731508,-87.643868422
21,Avondale,41.727960257,-87.660404907
21,Avondale,41.736264617,-87.627929503
21,Avondale,,
21,Avondale,41.724708301,-87.632862075
22,Logan Square,41.845059335,-87.732195643
22,Logan Square,41.849381535,-87.716152507
22,Logan Square,41.841346847,-87.731767987
22,Logan Square,41.836009921,-87.719447836
22,Logan Square,41.829186934,-87.735437286
22,Logan Square,41.836428389,-87.72433908
22,Logan Square,41.844324662,-87.718861893
22,Logan Square,41.849443633,-87.724703804
22,Logan Square,41.843453012,-87.709886079
22,Logan Square,41.837894531,-87.712171198
22,Logan Square,41.841282709,-87.734198045
22,Logan Square,41.843503259,-87.730610088
22,Logan Square,41.840096869,-87.71345268
22,Logan Square,41.849014164,-87.732261387
22,Logan Square,41.839742108,-87.73294267
22,Logan Square,41.84595964,-87.733280917
22,Logan Square,41.844248026,-87.725087021
22,Logan Square,41.841401707,-87.724471749
22,Logan Square,41.846303841,-87.706775467
22,Logan Square,41.840106225,-87.724436322
22,Logan Square,41.851480155,-87.714994492
22,Logan Square,41.835981018,-87.724328643
22,Logan Square,,
22,Logan Square,41.843479859,-87.718429577
22,Logan Square,41.849345841,-87.71614918
22,Logan Square,41.851748568,-87.706795743
22,Logan Square,41.84948241,-87.706403108
22,Logan Square,41.845273415,-87.723352361
22,Logan Square,41.847209415,-87.714870459
22,Logan Square,41.836428389,-87.72433908
22,Logan Square,41.845598663,-87.706290551
22,Logan Square,41.841718982,-87.713499412
22,Logan Square,41.844494887,-87.706686685
22,Logan Square,41.84530612,-87.707497201
22,Logan Square,41.845045538,-87.733230737
22,Logan Square,,
22,Logan Square,41.845744824,-87.716047996
22,Logan Square,41.850914695,-87.725247764
22,Logan Square,41.843332192,-87.729389586
22,Logan Square,,
22,Logan Square,41.839773278,-87.726861539
22,Logan Square,41.846099634,-87.723906045
22,Logan Square,41.85143391,-87.73212862
22,Logan Square,41.841924665,-87.707401706
22,Logan Square,41.849205194,-87.706394804
22,Logan Square,41.845564127,-87.707505697
22,Logan Square,41.845583336,-87.70750551
22,Logan Square,41.844478895,-87.707780517
22,Logan Square,41.845615296,-87.71238279
22,Logan Square,41.845224395,-87.717253121
22,Logan Square,41.845598832,-87.712382949
22,Logan Square,41.843825772,-87.712334033
22,Logan Square,41.837597432,-87.735303963
22,Logan Square,41.843313456,-87.719642267
22,Logan Square,41.841982955,-87.717166779
22,Logan Square,41.837819308,-87.717056264
